County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,DOL Vehicle ID,Vehicle Location,Electric Utility
India,Mumbai,Maharashtra,495219,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,345,1183896,114551,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,375856,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,346,1820938,114552,"Mumbai, Maharashtra",Adani Electricity
India,Mumbai,Maharashtra,581543,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,340,3464453,114553,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,649431,2022,Mahindra Electric,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,389,1015580,114554,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,543731,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,185,1255159,114555,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,468014,2022,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,111,2240934,114556,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,482041,2022,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,129,4382462,114557,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,220727,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,267,1080846,114558,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,106706,2022,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,216,3555862,114559,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,915519,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Not Eligible,317,2606847,114560,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,263917,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,232,2802957,114561,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,127492,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,115,3674246,114562,"Mumbai, Maharashtra",BESCOM
India,Mumbai,Maharashtra,139745,2022,Mahindra Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,121,3199555,114563,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,650886,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,98,3331388,114564,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,364315,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,279,1897538,114565,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,831761,2022,MG Motor India,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,455,3849398,114566,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,171317,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,278,3968784,114567,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,940670,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,146,1973605,114568,"Mumbai, Maharashtra",Adani Electricity
India,Mumbai,Maharashtra,762904,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,168,4201744,114569,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,725469,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Not Eligible,381,1093924,114570,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,208972,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,401,2781591,114571,"Mumbai, Maharashtra",BESCOM
India,Mumbai,Maharashtra,279122,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,323,3010730,114572,"Mumbai, Maharashtra",Adani Electricity
India,Mumbai,Maharashtra,248030,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,341,4381388,114573,"Mumbai, Maharashtra",BESCOM
India,Mumbai,Maharashtra,331337,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,351,4322210,114574,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,420114,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,82,4134796,114575,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,335725,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,507,3271463,114576,"Mumbai, Maharashtra",Adani Electricity
India,Mumbai,Maharashtra,957650,2022,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,131,3970424,114577,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,917767,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,168,1691073,114578,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,208956,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,90,3527024,114579,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,201064,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,371,3313198,114580,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,705309,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,486,3346624,114581,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,203397,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,295,1305880,114582,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,949507,2022,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,112,2180506,114583,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,194409,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,391,3111992,114584,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,432717,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,448,3306625,114585,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,862002,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,387,2428826,114586,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,561430,2022,Ola Electric,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,134,2809116,114587,"Mumbai, Maharashtra",Adani Electricity
India,Mumbai,Maharashtra,942110,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,288,2444424,114588,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,280792,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,126,2100571,114589,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,258284,2022,MG Motor India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,457,1448638,114590,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,174706,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,452,3386711,114591,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,108371,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,501,3266420,114592,"Mumbai, Maharashtra",Adani Electricity
India,Mumbai,Maharashtra,490127,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,297,4056666,114593,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,222677,2022,Mahindra Electric,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,482,1981049,114594,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,979017,2022,Hyundai EV,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,286,4074176,114595,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,781935,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,328,1725986,114596,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,659386,2022,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,113,2233795,114597,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,786563,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,267,3104069,114598,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,650882,2022,BYD India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,285,4163517,114599,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,243001,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,270,1019629,114600,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,233599,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,361,2840472,114601,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,641880,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,117,2767559,114602,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,831850,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,433,2951180,114603,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,894542,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,495,1010286,114604,"Mumbai, Maharashtra",Adani Electricity
India,Mumbai,Maharashtra,293221,2022,MG Motor India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,221,4479969,114605,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,398526,2022,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,385,3149130,114606,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,195059,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,119,4322265,114607,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,649782,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,326,2842750,114608,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,714644,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,502,3231305,114609,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,873901,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,105,3046410,114610,"Mumbai, Maharashtra",BESCOM
India,Mumbai,Maharashtra,373058,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,339,1117280,114611,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,323126,2022,MG Motor India,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,260,2999922,114612,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,578554,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,397,1576955,114613,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,859201,2022,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,268,2975949,114614,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,530946,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,240,2987728,114615,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,603204,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,329,3118428,114616,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,267088,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Not Eligible,267,2962489,114617,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,167389,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,448,3745632,114618,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,710551,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,231,3215124,114619,"Mumbai, Maharashtra",BESCOM
India,Mumbai,Maharashtra,227397,2022,Tata Motors,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,418,2679866,114620,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,217455,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,507,3822609,114621,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,619015,2022,MG Motor India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,265,1373425,114622,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,526846,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,232,4456714,114623,"Mumbai, Maharashtra",BESCOM
India,Mumbai,Maharashtra,102178,2022,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,496,1347468,114624,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,863163,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,244,1893350,114625,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,835583,2022,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,426,1535408,114626,"Mumbai, Maharashtra",BESCOM
India,Mumbai,Maharashtra,759065,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,96,1942906,114627,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,500083,2022,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Not Eligible,405,2317257,114628,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,167179,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,364,2658086,114629,"Mumbai, Maharashtra",UPPCL
India,Mumbai,Maharashtra,563364,2022,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,91,2409687,114630,"Mumbai, Maharashtra",TNEB
India,Mumbai,Maharashtra,621426,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,364,1106070,114631,"Mumbai, Maharashtra",GUVNL
India,Pune,Maharashtra,505814,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,253,2721457,114632,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,579188,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Not Eligible,364,2943818,114633,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,656864,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,386,1363113,114634,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,752886,2022,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,472,2431099,114635,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,993450,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,239,2382357,114636,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,432555,2022,BYD India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,80,3309189,114637,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,919076,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,226,2315286,114638,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,702781,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,145,1861795,114639,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,533709,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,155,957546,114640,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,232710,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,179,2724501,114641,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,670039,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,431,4098021,114642,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,537038,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,434,970123,114643,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,574941,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Not Eligible,398,990611,114644,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,879487,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,327,3110286,114645,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,390569,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,176,2620036,114646,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,814079,2022,Mahindra Electric,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,167,3160687,114647,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,636814,2022,TVS Motor,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,474,3411895,114648,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,169089,2022,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,158,921973,114649,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,129490,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,385,2520421,114650,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,691950,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,361,3114083,114651,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,980115,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Not Eligible,84,1324761,114652,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,661716,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,329,2055361,114653,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,376325,2022,Ather Energy,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,429,2820228,114654,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,669029,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,96,3795693,114655,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,743534,2022,Hyundai EV,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,174,1784812,114656,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,244225,2022,Tata Motors,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,203,4231506,114657,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,462975,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,400,2847839,114658,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,253791,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,410,1163037,114659,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,423436,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,154,1694230,114660,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,512665,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,142,3593809,114661,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,546454,2022,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,424,1722926,114662,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,860995,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,180,1188124,114663,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,933000,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,280,2846186,114664,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,362460,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,382,1245181,114665,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,267156,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,418,2932576,114666,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,538933,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,374,4151017,114667,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,332169,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,126,1130966,114668,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,873898,2022,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,215,2577816,114669,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,818485,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Not Eligible,128,3654497,114670,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,567549,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,252,3039688,114671,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,846952,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,285,4110391,114672,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,116019,2022,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,296,1861332,114673,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,527638,2022,TVS Motor,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,202,2082986,114674,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,705602,2022,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,477,2034931,114675,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,898288,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,92,2584515,114676,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,161308,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,210,1193523,114677,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,671912,2022,Ola Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,267,3752647,114678,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,108876,2022,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,383,3420974,114679,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,872054,2022,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,107,1294667,114680,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,791460,2022,TVS Motor,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,110,1646586,114681,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,819815,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,273,2676909,114682,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,133666,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,459,2523424,114683,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,484462,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Not Eligible,233,2959601,114684,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,706831,2022,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,142,2354042,114685,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,830756,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,153,3596678,114686,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,464532,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,467,4085582,114687,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,412337,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,134,2200624,114688,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,333816,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,294,3065353,114689,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,405019,2022,Hyundai EV,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,182,3654483,114690,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,110769,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,392,1397424,114691,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,146451,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,314,2184714,114692,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,872473,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,188,3886597,114693,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,722959,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,304,3406506,114694,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,192323,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,256,2993884,114695,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,601778,2022,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,500,3008344,114696,"Pune, Maharashtra",TNEB
India,Pune,Maharashtra,856534,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,300,3606226,114697,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,645402,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,383,2105387,114698,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,831094,2022,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,229,2812866,114699,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,459099,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,129,2517403,114700,"Pune, Maharashtra",BESCOM
India,Pune,Maharashtra,966797,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,373,3393966,114701,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,708635,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,502,2540807,114702,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,473577,2022,Mahindra Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,226,2340017,114703,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,161721,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,501,2198931,114704,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,926436,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,301,2393886,114705,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,789846,2022,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,154,1269957,114706,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,177847,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,495,3004537,114707,"Pune, Maharashtra",GUVNL
India,Pune,Maharashtra,662721,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,429,1960675,114708,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,978863,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,372,2252075,114709,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,614280,2022,Tata Motors,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,507,2252932,114710,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,524195,2022,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,240,4170328,114711,"Pune, Maharashtra",TPDDL
India,Pune,Maharashtra,911304,2022,Ather Energy,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,424,3806009,114712,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,578717,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,494,1655857,114713,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,259230,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,99,1858813,114714,"Pune, Maharashtra",UPPCL
India,Pune,Maharashtra,592792,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,200,3727274,114715,"Pune, Maharashtra",Adani Electricity
India,Pune,Maharashtra,326921,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,246,4061447,114716,"Pune, Maharashtra",UPPCL
